#Num,R1 IW,R2 PW,R3 NE,R4 SE,SAF #,Cover Type Name,Fuel Ref,Lit,1hr,10hr,100hr,1000h,QMD,Duf,Dep,Cd,Herb,Cd,Shr,Cd,Foli,Cd,Bran,Cd,Add. Ref,CvG, Flame EF,Duff EF, Smolder 1K EF
#---,__,--,__,--,__________,....................................................................................................,---------------,______,------,______,------,______,------,______,------,__,------,__,------,__,------,__,------,__,---------------,___,--,__,---
1108,1,0,0,0,,Deschampsia cespitosa Seasonally Flooded Herbland,FOFEM 291,0,0,0,0,0,0,0,0,,1.25,,0,,,,,,,,6,8,7
1067,1,0,0,0,,Deschampsia cespitosa Temporarily Flooded Herbland,FOFEM 291,0,0,0,0,0,0,0,0,,1.25,,0,,,,,,,,6,8,7
896,0,0,3,0,,Diapensia lapponica Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1068,0,0,0,4,,Dichanthelium wrightianum - Dichanthelium erectifolium Temp. Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1309,0,0,0,4,,Diodia teres - Croton willdenowii Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1369,0,0,0,4,,Diphylleia cymosa - Saxifraga micranthidifolia Saturated Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1049,1,2,0,0,,Distichilis spicata Intermittently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1069,1,0,3,4,,Distichlis spicata - (Hordeum jubatum) Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1276,1,0,0,0,,Dryas integrifolia Dwarf-Shrub Herbland,SMFDB 288,0,0,0,0,0,0,0,0,,0.07,,0.07,,,,,,,,5,8,7
1277,1,0,0,0,,Dryas octopetala Dwarf-Shrub Herbland,SMFDB 288,0,0,0,0,0,0,0,0,,0.07,,0.07,,,,,,,,5,8,7
1109,1,2,3,4,,Dulichium arundinaceum Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
756,1,0,0,0,,Elaeagnus commutata Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
711,1,0,0,0,,Eleagnus commutata Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1110,0,2,0,0,,Eleocharis (montevidensis; palustris; quinqueflora) Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1111,1,2,0,0,,Eleocharis acicularis Seasonally Flooded Herbland,SMFDB306,0,0,0,0,0,0,0,0,,2.09,,0,,,,,,,,6,8,7
911,0,0,0,4,,Eleocharis cellulosa Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1170,0,0,0,4,,Eleocharis compressa - Nothoscordum bivalve Saturated Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1179,0,0,0,4,,Eleocharis fallax - Eleocharis rostellata Tidal Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
912,0,0,0,4,,Eleocharis interstincta Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1070,1,0,0,4,,Eleocharis macrostachya Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1112,1,2,0,0,,Eleocharis palustris Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1113,1,0,0,0,,Eleocharis quinqueflora Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1142,0,0,3,0,,Eleocharis spp. - Eriocaulon aquaticum Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1171,0,0,0,4,,Eleocharis spp. - Iva angustifolia Saturated Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
940,1,2,0,0,,Elymus glaucus Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1114,0,2,0,0,,Elymus hirsutus Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
941,1,0,0,0,,Elymus lanceolatus Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
862,0,2,0,0,,Empetrum nigrum Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
875,0,0,3,0,,Empetrum nigrum Saturated Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
604,0,2,0,0,,Encelia californica Shrubland,PMS-833,7.4,0,0,0,0,0,0,0,,0,,9.6,,,,,,,,5,8,7
688,1,2,0,0,,Encelia farinosa Shrubland,PMS-833,7.4,0,0,0,0,0,0,0,,0,,9.6,,,,,,,,5,8,7
666,1,2,0,0,,Encelia virginensis Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
667,1,2,0,0,,Ephedra nevadensis - Artemisia tridentata Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
668,1,0,0,0,,Ephedra nevadensis - Ephedra viridis Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
669,1,2,0,0,,Ephedra nevadensis Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
670,1,2,0,0,,Ephedra viridis - Artemisia tridentata Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
671,1,2,0,0,,Ephedra viridis Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1351,1,2,3,0,,Equisetum fluviatile Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1310,0,2,0,0,,Erigeron aureus Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
904,1,0,0,0,,Eriogonum corymbosum Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
605,0,2,0,0,,Eriogonum fasciculatum - Salvia apiana Shrubland,PMS-833,0,0,0,0,0,0,0,0,,0,,13.5,,,,,,,,5,8,7
689,1,2,0,0,,Eriogonum fasciculatum Shrubland,PMS-833,0,0,0,0,0,0,0,0,,0,,13.5,,,,,,,,5,8,7
883,1,2,0,0,,Eriogonum microthecum Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
863,1,0,0,0,,Eriogonum ovalifolium var. depressum Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1311,0,2,0,0,,Eriogonum pyrolifolium Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
142,0,0,3,4,,Fagus grandifolia - Acer saccharum - (Liriodendron tulipifera) Forest,SMFDB 246,0.66,0.45,2.47,0.89,18.21,5,3.35,1,,0,,0,,,,,,,,1,8,7
284,0,0,0,4,,Fagus grandifolia - Magnolia grandiflora,X,,,,,,,,,,,,,,,,,,,,3,8,7
143,0,0,3,4,,Fagus grandifolia - Quercus alba Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
144,0,0,0,4,,Fagus grandifolia - Quercus nigra Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
145,0,0,0,4,,Fagus grandifolia - Quercus rubra - Quercus alba Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
146,0,0,3,4,,Fagus grandifolia - Quercus spp. - Acer spp. Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
147,0,0,0,4,,Fagus grandifolia Forest,SMFDB 246,0.66,0.45,2.47,0.89,18.21,5,3.35,1,,0,,0,,,,,,,,1,8,7
182,0,0,0,4,,Fagus grandifolia Montane Forest,SMFDB 246,0.66,0.45,2.47,0.89,18.21,5,3.35,1,,0,,0,,,,,,,,1,8,7
210,0,0,3,4,,Fagus grandifolia Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
828,1,0,0,0,,Fallugia paradoxa Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
971,1,0,0,0,,Festuca arizonica Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1039,1,0,0,0,,Festuca brachyphylla Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
972,1,0,0,0,,Festuca campestris Herbland,FOFEM 291,0,0,0,0,0,0,0,0,,1.25,,0,,,,,,,,6,8,7
1040,1,0,0,0,,Festuca idahoensis - Festuca kingii Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
1041,1,2,0,0,,Festuca idahoensis Alpine Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
973,1,2,0,0,,Festuca idahoensis Herbland,Shiflet 1994,0,0,0,0,0,0,0,0,,1.25,,0,,,,,,,,6,8,7
1042,1,0,0,0,,Festuca kingii Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
1043,1,2,0,0,,Festuca ovina Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
1050,0,2,0,0,,Festuca rubra  Intermittently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
942,1,2,0,0,,Festuca rubra Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
974,1,0,0,0,,Festuca scabrella Herbland,FOFEM 291,0,0,0,0,0,0,0,0,,1.25,,0,,,,,,,,6,8,7
975,1,0,0,0,,Festuca thurberi Herbland,FOFEM 291,0,0,0,0,0,0,0,0,,1.25,,0,,,,,,,,6,8,7
976,1,2,0,0,,Festuca viridula Herbland,FOFEM 291,0,0,0,0,0,0,0,0,,1.25,,0,,,,,,,,6,8,7
280,0,0,0,4,,Ficus aurea - Taxodium distichum Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
1115,0,0,0,4,,Fimbristylis castanea - Scirpus pungens Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
672,1,0,0,0,,Flourensia cernua Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
813,0,0,0,4,,Forestiera acuminata Semipermanently Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
757,1,0,0,0,,Forestiera pubescens Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
673,1,0,0,0,,Fouquieria splendens Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
479,0,0,0,4,,Fraxinus americana - Carya glabra Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
265,0,0,0,4,,Fraxinus caroliniana Semipermanently Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
245,0,2,0,0,,Fraxinus latifolia Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
211,0,2,0,0,,Fraxinus latifolia Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
271,1,0,3,4,,Fraxinus nigra - Acer rubrum Saturated Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
148,0,0,3,0,,Fraxinus pennsylvanica; Ulmus americana Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
212,1,0,0,0,,Fraxinus pennsylvanica; Ulmus americana Temp. Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
480,1,0,0,0,,Fraxinus pennsylvanica; Ulmus americana Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
213,1,0,3,4,,Fraxinus pennsylvanica; Ulmus americana - Celtis(occidentalis;laevigata) Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
278,0,0,0,4,,Fraxinus pennsylvanica; Ulmus americana Tidal Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
481,0,0,0,4,,Fraxinus quadrangulata - Quercus macrocarpa - Quercus muehlenbergii Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
1116,0,0,0,4,,Fuirena scirpoidea - Rhynchospora tracyi Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
571,0,2,0,0,,Gaultheria shallon Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
898,0,0,3,0,,Gaylussacia (baccata; dumosa) Saturated Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1312,1,0,0,0,,Geum rossii Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
829,1,0,0,0,,Glossopetalon spinescens Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1143,1,0,0,0,,Glyceria borealis Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
14,0,0,0,4,,Gordonia lasianthus Saturated Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
377,0,0,0,4,,Gordonia lasianthus Saturated Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
852,1,2,0,0,,Grayia spinosa - Ephedra viridis Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
839,1,2,0,0,,Grayia spinosa Intermittently Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
830,1,2,0,0,,Grayia spinosa Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
758,0,0,0,4,,Hamamelis vernalis Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
897,0,0,3,0,,Harrimanella hypnoides - Loiseleuria procumbens Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1339,1,0,0,0,,Heracleum maximum Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1313,1,0,0,0,,Heuchera bracteata Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
943,1,0,0,0,,Hilaria belangeri - Bouteloua curtipendula Herbland,FOFEM 271,0,0,0,0,0,0,0,0,,0.63,,0,,,,,,,,6,8,7
1270,1,0,0,0,,Hilaria jamesii Dwarf-Shrub Herbland,FOFEM 271,0,0,0,0,0,0,0,0,,0.63,,0,,,,,,,,5,8,7
1007,1,0,0,0,,Hilaria jamesii Herbland,FOFEM 271,0,0,0,0,0,0,0,0,,0.63,,0,,,,,,,,6,8,7
1228,1,0,0,0,,Hilaria jamesii Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1051,1,0,0,0,,Hilaria mutica  Intermittently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
977,1,0,0,0,,Hilaria mutica Herbland,FOFEM 271,0,0,0,0,0,0,0,0,,0.63,,0,,,,,,,,6,8,7
1252,1,0,0,0,,Hilaria mutica Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
978,1,2,0,0,,Hilaria rigida Herbland,FOFEM 271,0,0,0,0,0,0,0,0,,0.63,,0,,,,,,,,6,8,7
1239,1,2,0,0,,Hilaria rigida Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1229,1,0,0,0,,Hilaria rigida/Gutierrezia sarothrae Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
712,1,2,0,0,,Holodiscus discolor Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1071,1,0,0,0,,Hordeum jubatum Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
856,0,0,3,0,,Hudsonia ericoides Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
857,0,0,0,4,,Hudsonia montana Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
858,0,0,3,4,,Hudsonia tomentosa Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
870,0,0,3,0,,Hudsonia tomentosa Temporarily Flooded Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1340,0,0,0,4,,Hymenocaulis caroliniana Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
831,1,0,0,0,,Hymenoclea monogyra Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
873,0,0,0,4,,Hypericum brachyphyllum Seasonally Flooded Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
661,0,0,0,4,,Hypericum chapmanii Seasonally Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
662,0,0,0,4,,Hypericum fasciculatum Seasonally Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
663,0,0,0,4,,Hypericum lissophloeus Seasonally Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
871,0,0,0,4,,Hypericum reductum Temporarily Flooded Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
572,0,0,0,4,,Ilex vomitoria - Myrica cerifera Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1370,0,0,0,4,,Impatiens (capensis; pallida) - Monarda didyma Saturated Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1286,0,0,3,0,,Impatiens pallida - Cystopteris bulbifera - Adoxa moschatellina Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1279,0,0,0,4,,Ipomoea pes-caprae Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
651,0,2,0,0,,Isocoma menziesii - Lupinus chamissonis - Ericameria linearifolia Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1314,1,0,0,0,,Ivesia gordonii Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
482,0,2,0,0,,Juglans californica Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
759,1,0,0,0,,Juglans major Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
760,1,0,0,0,,Juglans microcarpa Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1211,1,0,0,0,,Juglans microcarpa Temporarily Flooded Wooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
483,0,0,0,4,,Juglans nigra - Aesculus glabra Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
149,0,0,0,4,,Juglans nigra - Quercus muehlenbergii Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
1117,1,0,0,4,,Juncus balticus Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1118,0,0,3,4,,Juncus dichotomus Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1044,1,0,0,0,,Juncus drummondii Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1072,0,0,0,4,,Juncus effusus Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1073,0,2,0,0,,Juncus falcatus Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1045,1,0,0,0,,Juncus parryi Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1180,0,0,0,4,,Juncus roemerianus Tidal Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
382,1,0,0,4,,Juniperus ashei Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
383,0,2,0,0,,Juniperus californica Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
633,0,0,3,4,,Juniperus communis Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
384,1,0,0,0,,Juniperus deppeana Woodland,FOFEM 381,1,0,0,0,0,0,9,0.4,,0.2,,1.3,,,,,,,,3,8,7
385,1,0,0,0,,Juniperus erythrocarpa Woodland,FOFEM 381,1,0,0,0,0,0,9,0.4,,0.2,,1.3,,,,,,,,3,8,7
864,1,0,0,0,,Juniperus horizontalis Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
386,1,0,0,0,,Juniperus monosperma Woodland,FOFEM 381,1,0,0,0,0,0,9,0.4,,0.2,,1.3,,,,,,,,3,8,7
1198,1,2,0,0,,Juniperus occidentalis Wooded Herbland,SMFDB 029,0.04,0.17,0.49,0.35,0,0,10.19,0.5,,0.08,,0.23,,,,,,,,6,8,7
1191,1,0,0,0,,Juniperus occidentalis Wooded Tall Herbland,SMFDB 029,0.04,0.17,0.49,0.35,0,0,10.19,0.5,,0.08,,0.23,,,,,,,,6,8,7
387,1,2,0,0,,Juniperus occidentalis Woodland,SMFDB 029,0.04,0.17,0.49,0.35,0,0,10.19,0.5,,0.08,,0.23,,,,,,,,3,8,7
1199,1,0,0,0,,Juniperus osteosperma Wooded Herbland,FOFEM 381,1,0,0,0,0,0,9,0.4,,0.2,,1.3,,,,,,,,6,8,7
388,1,2,0,0,,Juniperus osteosperma Woodland,FOFEM 381,1,0,0,0,0,0,9,0.4,,0.2,,1.3,,,,,,,,3,8,7
389,1,0,0,0,,Juniperus pinchotii Woodland,FOFEM 381,1,0,0,0,0,0,9,0.4,,0.2,,1.3,,,,,,,,3,8,7
443,1,0,0,0,,Juniperus scopulorum Temporarily Flooded Woodland,FOFEM 381,1,0,0,0,0,0,9,0.4,,0.2,,1.3,,,,,,,,3,8,7
390,1,0,0,0,,Juniperus scopulorum Woodland,FOFEM 381,1,0,0,0,0,0,9,0.4,,0.2,,1.3,,,,,,,,3,8,7
537,0,0,3,4,,Juniperus virginiana - (Fraxinus americana; ostrya virginiana) Woodland,FOFEM 371,0.2,0,0,0,0,0,0,0,,1,,5,,,,,,,,1,8,7
845,0,0,0,4,,Juniperus virginiana - Andrachne phyllanthoides Intermittently Flooded Shrubland,FOFEM 371,0.2,0,0,0,0,0,0,0,,1,,5,,,,,,,,5,8,7
538,0,0,0,4,,Juniperus virginiana - Carya glabra Woodland,FOFEM 371,0.2,0,0,0,0,0,0,0,,1,,5,,,,,,,,1,8,7
298,0,0,0,4,,Juniperus virginiana - Fraxinus americana - Quercus shumardii Forest,FOFEM 371,0.2,0,0,0,0,0,0,0,,1,,5,,,,,,,,1,8,7
299,0,0,0,4,,Juniperus virginiana - Quercus (muehlenbergii; stellata) Forest,FOFEM 371,0.2,0,0,0,0,0,0,0,,1,,5,,,,,,,,1,8,7
300,0,0,0,4,,Juniperus virginiana - Quercus (stellata; velutina; marilandica) Forest,FOFEM 371,0.2,0,0,0,0,0,0,0,,1,,5,,,,,,,,1,8,7
539,0,0,3,4,,Juniperus virginiana - Quercus muehlenbergii Woodland,FOFEM 371,0.2,0,0,0,0,0,0,0,,1,,5,,,,,,,,1,8,7
540,0,0,0,4,,Juniperus virginiana - Quercus stellata - Quercus marilandica Woodland,FOFEM 371,0.2,0,0,0,0,0,0,0,,1,,5,,,,,,,,1,8,7
842,0,0,0,4,,Juniperus virginiana - Rhus aromatica Shrubland,FOFEM 371,0.2,0,0,0,0,0,0,0,,1,,5,,,,,,,,5,8,7
541,0,0,0,4,,Juniperus virginiana - Ulmus alata Woodland,FOFEM 371,0.2,0,0,0,0,0,0,0,,1,,5,,,,,,,,1,8,7
468,0,2,0,0,,Juniperus virginiana Tidal Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
429,1,0,3,4,,Juniperus virginiana Woodland,FOFEM 371,0.2,0,0,0,0,0,0,0,,1,,5,,,,,,,,1,8,7
1341,0,0,3,4,,Justicia americana Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
868,0,0,3,0,,Kalmia angustifolia - Ledum groenlandicum Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
843,0,0,0,4,,Kalmia latifolia - Gaylussacia baccata Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
876,1,0,0,0,,Kalmia microphylla Saturated Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1046,1,0,0,0,,Kobresia myosuroides Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1271,1,0,0,0,,Krascheninnikovia lanata Dwarf-Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
884,1,0,0,0,,Krascheninnikovia lanata Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
22,0,0,0,4,,Laguncularia racemosa Tidal Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
272,0,0,3,4,,Larix laricina Saturated Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
484,1,0,0,0,,Larix lyallii Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
183,1,0,0,0,,Larix occidentalis Forest,FOFEM 031,0.6,0.23,0.67,0.8,7,5,10,1,,0.2,,0.35,,6,,3,,,,3,8,7
674,1,0,0,0,,Larrea tridentata Shrubland,FOFEM 341,0.11,0,0,0,0,0,0,0,,0.2,,2.28,,,,,,,SGC,5,8,7
859,0,0,0,4,,Leiophyllum buxifolium Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
659,0,2,0,0,,Lepidospartum squamatum Intermittently Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1119,0,0,0,4,,Leptochloa fascicularis var. maritima Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
652,1,0,0,0,,Leucophyllum frutescens Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
979,1,0,0,0,,Leymus ambiguus Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1052,1,2,0,0,,Leymus cinereus  Intermittently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
935,1,0,0,0,,Leymus cinereus Herbland,FOFEM 291,0,0,0,0,0,0,0,0,,1.25,,0,,,,,,,,6,8,7
944,1,0,0,0,,Leymus flavescens Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
945,0,2,0,0,,Leymus mollis Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1074,1,2,0,0,,Leymus triticoides Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1287,1,0,0,0,,Ligusticum filicinum Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1288,1,0,0,0,,Ligusticum porteri Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1315,1,0,0,0,,Ligusticum tenuifolium Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
246,0,0,3,4,,Liquidambar styraciflua - (Acer rubrum) Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
214,0,0,0,4,,Liquidambar styraciflua (Liriodendron tulipifera; Acer rubrum) Tmp Flood Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
247,0,0,0,4,,Liquidambar styraciflua - Taxodium distichum Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
150,0,0,0,4,,Liquidambar styraciflua Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
273,0,0,0,4,,Liquidambar styraciflua Saturated Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
151,0,0,3,4,,Liriodendron tulipifera;Tilia americana var. heterophylla - Aesculus flava -  Acer Saccharum Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
152,0,0,0,4,,Liriodendron tulipifera Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
1316,0,2,0,0,,Lomatium martindalei Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1317,0,2,0,0,,Luetkea pectinata - Saxifraga tolmiei Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
568,0,2,0,0,,Lupinus arboreus Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1289,0,2,0,0,,Lupinus arcticus Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1318,0,2,0,0,,Lupinus littoralis Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
853,1,0,0,0,,Lycium berlandieri - Larrea tridentata Shrubland,X,,,,,,,,,,,,,,,,,,,SGC,5,8,7
282,0,0,0,4,,Lysiloma latisiliquum Saturated Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
285,0,0,0,4,,Magnolia grandiflora; Tilia americana var. caroliniana;Carya glabra; Liquidambar styraciflua Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
4,0,0,0,4,,Magnolia virginiana - Chrysobalanus icaco Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
