#Num,R1 IW,R2 PW,R3 NE,R4 SE,SAF #,Cover Type Name,Fuel Ref,Lit,1hr,10hr,100hr,1000h,QMD,Duf,Dep,Cd,Herb,Cd,Shr,Cd,Foli,Cd,Bran,Cd,Add. Ref,CvG, Flame EF,Duff EF, Smolder 1K EF
#---,__,--,__,--,__________,....................................................................................................,---------------,______,------,______,------,______,------,______,------,__,------,__,------,__,------,__,------,__,---------------,___,--,__,---
959,0,0,0,4,,Schizachyrium scoparium - Schizachyrium tenerum Herbland,SMFDB496,0,0,0,0,0,0,0,0,,1.93,,0,,,,,,,,6,8,7
932,0,0,3,4,,Schizachyrium scoparium - Sorghastrum nutans Herbland,SMFDB496,0,0,0,0,0,0,0,0,,1.93,,0,,,,,,,,6,8,7
960,0,0,0,4,,Schizachyrium scoparium - Sporobolus (compositus; heterolepis) Herbland,SMFDB496,0,0,0,0,0,0,0,0,,1.93,,0,,,,,,,,6,8,7
961,0,0,0,4,,Schizachyrium scoparium - Sporobolus junceus Herbland,SMFDB496,0,0,0,0,0,0,0,0,,1.93,,0,,,,,,,,6,8,7
989,1,0,0,0,,Schizachyrium scoparium Bunch Herbland,SMFDB496,0,0,0,0,0,0,0,0,,1.93,,0,,,,,,,,6,8,7
962,1,0,0,0,,Schizachyrium scoparium Herbland,SMFDB496,0,0,0,0,0,0,0,0,,1.93,,0,,,,,,,,6,8,7
1220,0,0,0,4,,Schizachyrium scoparium Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1238,0,0,3,4,,Schizachyrium scoparium ssp. litorale Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1083,0,0,0,4,,Schizachyrium scoparium Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
963,0,0,0,4,,Schoenus nigricans Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
917,0,0,0,4,,Schoenus nigricans Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1145,1,0,3,0,,Scirpus acutus - (Scirpus taebernaemontani) Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1146,1,2,0,0,,Scirpus americanus Semipermanently Flooded Herbland,SMFDB219,0,0,0,0,0,0,0,0,,1.41,,0,,,,,,,,6,8,7
918,0,0,0,4,,Scirpus californicus Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1048,0,0,3,0,,Scirpus cespitosus Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1147,1,0,0,0,,Scirpus cespitosus Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1128,0,0,0,4,,Scirpus cyperinus - Dulichium arundinaceum Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1129,0,0,3,4,,Scirpus fluviatilis Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1148,1,2,3,0,,Scirpus maritimus Semipermanently Flooded Herbland,SMFDB221,0,0,0,0,0,0,0,0,,1.87,,0,,,,,,,,6,8,7
1149,1,0,0,0,,Scirpus pungens Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1182,0,0,3,4,,Scirpus pungens Tidal Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1150,0,0,0,4,,Scirpus robustus Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
919,0,0,0,4,,Scirpus tabernaemontani Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1151,1,0,3,4,,Scirpus tabernaemontani Semipermanently Flooded Herblands,X,,,,,,,,,,,,,,,,,,,,3,8,7
1130,1,0,3,0,,Scolochloa festucacea Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1347,1,0,0,0,,Sedum rhodanthum Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1330,0,0,0,4,,Selaginella tortipila Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1331,1,0,0,0,,Senecio taraxacoides Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1374,0,0,0,4,,Senecio tomentosus - Croton willdenowii Saturated Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1359,1,0,0,0,,Senecio triangularis Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1348,1,2,0,0,,Senecio triangularis Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
31,0,2,0,0,,Sequoia sempervirens - Tsuga heterophylla Forest,FOFEM 171,1,0.9,2.1,2.8,50,5,35,2,,0.2,,0.35,,,,,,,,3,8,7
32,0,2,0,0,,Sequoia sempervirens Forest,FOFEM 171,1,0.9,2.1,2.8,50,5,35,2,,0.2,,0.35,,,,,,,,3,8,7
33,0,2,0,0,,Sequoiadendron giganteum Forest,SMFDB186,2.02,0.26,1.87,3.04,50.72,5,62.86,3.41,,0.1,,0.2,,,,,,,,3,8,7
581,0,0,0,4,,Serenoa repens Temperate Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
562,0,0,0,4,,Serenoa repens Wooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
785,1,0,0,0,,Shepherdia argentea Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1332,1,0,0,0,,Sibbaldia procumbens Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1333,1,0,0,0,,Silene acaulis Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
677,1,0,0,0,,Simmondsia chinensis Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
728,0,0,3,4,,Smilax spp. - Toxicodendron radicans Vine-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
560,0,0,0,4,,Sophora tomentosa - Forestiera segregata Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
338,0,0,0,4,,Sorbus americana - (Abies fraseri; Picea rubens) Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
1131,0,0,0,4,,Sparganium americanum Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1183,0,0,3,4,,Spartina alterniflora Tidal Herbland,SMFDB472,0,0,0,0,0,0,0,0,,0,,0,,,,,,,GG,6,8,7
1184,0,0,0,4,,Spartina bakeri - Spartina patens Tidal Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1132,0,0,0,4,,Spartina bakeri Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1185,0,0,3,4,,Spartina cynosuroides Tidal Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1133,1,0,0,0,,Spartina gracilis Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1186,0,0,3,4,,Spartina patens - (Distichlis spicata) Tidal Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1009,0,0,3,4,,Spartina patens - (Scirpus pungens) Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1187,0,0,0,4,,Spartina patens - Juncus roemerianus Tidal Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1084,1,0,3,4,,Spartina pectinata Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
964,0,0,0,4,,Spartina spartinae Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1134,0,0,0,4,,Spartina spartinae Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1188,0,0,0,4,,Spartina spartinae Tidal Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1334,1,0,0,0,,Sphaeromeria argentea Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
809,1,0,0,0,,Spiraea douglasii Seasonally Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1057,1,0,0,0,,Sporobolus airoides  Intermittently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
990,1,0,0,0,,Sporobolus airoides Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
965,1,0,0,0,,Sporobolus airoides Sod Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
991,1,0,0,0,,Sporobolus cryptandrus Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
1232,1,0,0,0,,Sporobolus cryptandrus Shrub Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,5,8,7
992,1,0,0,0,,Sporobolus flexuosus Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
1135,0,0,3,0,,Sporobolus heterolepis - Eleocharis compressa Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
993,1,0,0,0,,Sporobolus nealleyi Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
1242,1,0,0,0,,Sporobolus nealleyi Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
966,1,0,0,0,,Sporobolus silveanus Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
923,0,0,0,4,,Sporobolus spp. - Panicum spp. Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
936,1,0,0,0,,Sporobolus wrightii Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
1152,1,0,0,0,,Sporobolus wrightii Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
967,1,0,0,0,,Stipa comata - Bouteloua gracilis Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
994,1,0,0,0,,Stipa comata Bunch Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
1012,0,2,0,0,,Stipa lemmonii Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
995,1,0,0,0,,Stipa nelsonii Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
996,1,0,0,0,,Stipa neomexicana Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
997,1,0,0,0,,Stipa richardsonii Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
1013,0,2,0,0,,Stipa speciosa Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
1254,0,2,0,0,,Stipa speciosa Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
561,0,0,0,4,,Strumpfia maritima Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
743,1,2,0,0,,Suaeda moquinii Intermittently Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
786,1,0,0,0,,Symphoricarpos occidentalis Temporarily Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
729,1,0,0,0,,Symphoricarpus albus Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1375,0,0,3,4,,Symplocarpus foetidus - Caltha palustris Saturated Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1376,0,0,0,4,,Talinum teretifolium - Portulaca smallii Saturated Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1335,0,2,0,0,,Taushia stricklandii Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
262,0,0,0,4,,Taxodium ascendens Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
523,0,0,0,4,,Taxodium ascendens Seasonally Flooded Temperate Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
475,0,0,0,4,,Taxodium ascendens Seasonally Flooded Tropical Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
263,0,0,0,4,,Taxodium distichum - Nyssa aquatica Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
277,0,0,0,4,,Taxodium distichum - Nyssa biflora - (Nyssa aquatica) Saturated Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
236,0,0,0,4,,Taxodium distichum - Platanus occidentalis Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
264,0,0,0,4,,Taxodium distichum Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
524,0,0,0,4,,Taxodium distichum Seasonally Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
269,0,0,0,4,,Taxodium distichum Semipermanently Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
526,0,0,0,4,,Taxodium distichum Semipermanently Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
529,0,0,0,4,,Taxodium distichum Tidal Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
1360,1,0,0,4,,Thalia dealbata Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1281,0,0,0,4,,Thalia geniculata Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
359,0,0,3,0,,Thuja occidentalis - Acer rubrum Saturated Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
339,0,0,3,0,,Thuja occidentalis - Betula alleghaniensis Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
81,0,0,3,4,,Thuja occidentalis Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
123,0,0,3,4,,Thuja occidentalis Saturated Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
360,0,0,3,0,,Thuja occidentalis Saturated Forest land,X,,,,,,,,,,,,,,,,,,,,3,8,7
466,0,0,0,4,,Thuja occidentalis Saturated Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
436,0,0,3,4,,Thuja occidentalis Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
82,1,2,0,0,,Thuja plicata Forest,SMFDB 080,1,0.35,1.04,1.58,24.41,5,55.96,2.56,,0.09,,0.03,,10,,6,,,,3,8,7
34,1,2,0,0,,Thuja plicata Giant Forest,SMFDB 080,1,0.35,1.04,1.58,24.41,5,55.96,2.56,,0.09,,0.03,,10,,6,,,,3,8,7
124,0,2,0,0,,Thuja plicata Saturated Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
112,1,2,0,0,,Thuja plicata Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
504,0,0,3,4,,Tilia americana - Fraxinus americana Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
176,0,0,0,4,,Tilia americana var. carolina - Celtis (laevigata; occidentalis) Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
885,1,0,0,0,,Tiquilia hispidissima Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
906,1,0,0,4,,Tiquilia hispidissima Dwarf-Shrublands,X,,,,,,,,,,,,,,,,,,,,5,8,7
1377,0,0,3,4,,Tofieldia glutinosa - Parnassia glauca Saturated Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
730,0,0,3,0,,Toxicodendron radicans Vine-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
846,0,0,0,4,,Toxicodendron vernix - Cliftonia monophylla Saturated Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1336,1,0,0,0,,Trifolium dasyphyllum Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1337,1,0,0,0,,Trifolium parryi Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1361,1,0,0,0,,Triglochin maritimum Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
933,0,0,0,4,,Tripsacum dactyloides - Panicum virgatum Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
100,0,0,0,4,,Tsuga canadensis - (Pinus strobus) Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
361,0,0,0,4,,Tsuga canadensis - Acer rubrum Saturated Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
340,0,0,3,4,,Tsuga canadensis - Betula alleghaniensis Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
349,0,0,0,4,,Tsuga canadensis - Magnolia tripetala Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
83,0,0,3,4,,Tsuga canadensis Forest,FOFEM 141,0.7,0.17,0.93,0,3,5,11,1.7,,0,,0,,4,,3,,,WPH,1,8,7
125,0,0,3,4,,Tsuga canadensis Saturated Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
552,0,0,0,4,,Tsuga caroliniana - Quercus prinus Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
437,0,0,0,4,,Tsuga caroliniana Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
84,0,0,0,4,,Tsuga caroloniana Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
85,1,2,0,0,,Tsuga heterophylla Forest,FOFEM 171,1,0.9,2.1,2.8,50,5,35,2,,0.2,,0.35,,6,,4,,,,3,8,7
35,1,2,0,0,,Tsuga heterophylla Giant Forest,FOFEM 171,1,0.9,2.1,2.8,50,5,35,2,,0.2,,0.35,,6,,4,,,,3,8,7
126,0,2,0,0,,Tsuga heterophylla Saturated Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
113,0,2,0,0,,Tsuga heterophylla Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
453,0,2,0,0,,Tsuga heterophylla Seasonally Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
101,1,0,0,0,,Tsuga heterophylla Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
438,0,2,0,0,,Tsuga heterophylla Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
86,0,2,0,0,,Tsuga mertensiana - Abies amabilis Forest,FOFEM 171,1,0.9,2.1,2.8,50,5,35,2,,0.2,,0.35,,6,,4,,,,3,8,7
36,0,2,0,0,,Tsuga mertensiana - Abies amabilis Giant Forest,FOFEM 171,1,0.9,2.1,2.8,50,5,35,2,,0.2,,0.35,,6,,4,,,,3,8,7
127,0,2,0,0,,Tsuga mertensiana - Abies amabilis Saturated Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
114,0,2,0,0,,Tsuga mertensiana - Abies amabilis Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
439,0,2,0,0,,Tsuga mertensiana - Abies amabilis Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
87,1,2,0,0,,Tsuga mertensiana Forest,FOFEM 171,1,0.9,2.1,2.8,50,5,35,2,,0.2,,0.35,,6,,4,,,,3,8,7
467,0,2,0,0,,Tsuga mertensiana Saturated Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
115,1,2,0,0,,Tsuga mertensiana Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
454,0,2,0,0,,Tsuga mertensiana Seasonally Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
440,0,2,0,0,,Tsuga mertensiana Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
1189,0,0,3,4,,Typha (angustifolia; domingensis) Tidal Herbland,SMFDB230,0,0,0,0,0,0,0,0,,3.76,,0,,,,,,,,6,8,7
1153,1,0,3,4,,Typha (angustifolia; latifolia) (Scirpus spp.) Semipermanently Flooded Herbland,SMFDB230,0,0,0,0,0,0,0,0,,3.76,,0,,,,,,,,6,8,7
1136,1,2,0,4,,Typha domingensis Seasonally Flooded Herbland,SMFDB230,0,0,0,0,0,0,0,0,,3.76,,0,,,,,,,,6,8,7
920,0,0,0,4,,Typha domingensis Semipermanently Flooded Herbland,SMFDB230,0,0,0,0,0,0,0,0,,3.76,,0,,,,,,,,6,8,7
1137,0,0,0,4,,Typha latifolia Seasonally Flooded Herbland,SMFDB230,0,0,0,0,0,0,0,0,,3.76,,0,,,,,,,,6,8,7
1138,1,0,3,4,,Typha spp. - (Scirpus spp. - Juncus spp.) Seasonally Flooded Herbland,SMFDB230,0,0,0,0,0,0,0,0,,3.76,,0,,,,,,,,6,8,7
934,0,0,0,4,,Uniola paniculata Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
924,0,0,0,4,,Uniola paniculata Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1215,0,0,0,4,,Uniola paniculata Shrub Herblands,X,,,,,,,,,,,,,,,,,,,,3,8,7
909,0,0,0,4,,Uniola paniculata Subtropical Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
889,0,0,3,4,,Vaccinium (angustifolium; myrtilloides; pallidum) Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
890,1,0,0,0,,Vaccinium (cespitosum; scoparium) Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
844,0,0,0,4,,Vaccinium corymbosum - Rhododendron catawbiense Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
820,0,0,3,0,,Vaccinium corymbosum Saturated Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
891,0,2,0,0,,Vaccinium deliciosum Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
810,0,0,0,4,,Vaccinium formosum - Vaccinium fuscatum,X,,,,,,,,,,,,,,,,,,,,3,8,7
877,0,0,3,4,,Vaccinium macrocarpon Saturated Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1274,0,0,3,0,,Vaccinium uliginosum Dwarf-Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
895,0,0,3,0,,Vaccinium uliginosum Dwarf-Shrubland,SMFDB 282,0.2,0,0,0,0,0,2.5,0.5,,0.1,,2.57,,,,,,,,5,8,7
901,1,2,0,0,,Vaccinium uliginosum Saturated Dwarf-Shrubland,SMFDB 282,0.2,0,0,0,0,0,2.5,0.5,,0.1,,2.57,,,,,,,,5,8,7
1293,0,2,0,0,,Valeriana sitchensis Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1349,1,2,0,0,,Valeriana sitchensis Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1350,1,2,0,0,,Veratrum californicum Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
678,1,0,0,0,,Viguiera stenoloba Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
731,0,0,3,0,,Vitis aestivalis Vine-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1378,0,0,0,4,,Vittaria appalachiana - Heuchera parviflora Saturated Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
376,1,0,0,0,,Washingtonia filifera Seasonally Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
1294,1,0,0,0,,Wyethia amplexicaulis Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1295,1,2,0,0,,Xerophyllum tenax Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
698,1,2,0,0,,Yucca brevifolia Wooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1243,1,0,0,0,,Yucca glauca Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
696,1,0,0,0,,Yucca schidigera Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
582,0,0,0,4,,Zanthoxylum fagara Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
821,0,0,0,4,,Zenobia pulverulenta - Chamaedaphne calyculata Saturated Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
848,0,0,0,4,,Zenobia pulverulenta - Cyrilla racemiflora Saturated Wooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
847,0,0,0,4,,Zenobia pulverulenta - Lyonia lucida - Ilex (coriacea; glabra) Saturated Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1154,0,0,3,0,,Zizania (aquatica; palustris) Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1190,0,0,3,4,,Zizania aquatica Tidal Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1155,1,0,0,4,,Zizania texana Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1139,0,0,0,4,,Zizaniopsis miliacea Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
921,0,0,0,4,,Zizaniopsis millacea Semipermanently Flooded Subtropical Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
