# FOFEM SAF Cover File; DCL Updated May 9 2016
# Contains Emission Group Numbers
# Fuel Ref,West,Pacif,NthEst,SthEst, Code, Cover, Ref., Lit,1hr,10hr,100hr,1000hr,QMD,Duff,DuffDepth, Cd, Herb, Cd,  Shr, Cd, Foli, Cd, Bran, Cd, Add. Ref, Cover Group, Flame EF,Duff EF, Smolder 1K EF
194,1,0,0,0,SRM 323,Shrubby Cinquefoil - Rough Fescue,FOFEM 461,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,,4,8,7
195,1,0,0,0,SRM 324,Threetip Sage - Idaho Fescue,FOFEM 461,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,SB,4,8,7
,1,2,0,0,SRM 401,Basin Big Sagebrush (moderate shrub cover),FOFEM 321,0.11,0,0,0,0,0,0,0,GD,0.4,H1,2.28,S1,,F1,,B1,,SB,4,8,7
197,1,2,0,0,SRM 401,Basin Big Sagebrush (low shrub cover),FOFEM 461,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,SB,4,8,7
198,1,2,0,0,SRM 401,Basin Big Sagebrush (high shrub cover),FOFEM 471,0.14,0,0,0,0,0,0,0,GD,0.35,H1,3.66,S1,,F1,,B1,,SB,4,8,7
199,1,2,0,0,SRM 401,Basin Big Sagebrush - ex. from Clary and Medin; '90,SMFDB 228,0.07,0,0,0,0,0,0,0,GD,0.31,H1,4.33,S1,,F1,,B1,,SB,4,8,7
200,1,2,0,0,SRM 402,Mountain Big Sagebrush,FOFEM 461,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,SB,4,8,7
201,1,2,0,0,SRM 403,Wyoming Big Sagebrush (moderate shrub cover),FOFEM 321,0.11,0,0,0,0,0,0,0,GD,0.4,H1,2.28,S1,,F1,,B1,,SB,4,8,7
202,1,2,0,0,SRM 403,Wyoming Big Sagebrush (low shrub cover),FOFEM 461,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,SB,4,8,7
203,1,2,0,0,SRM 403,Wyoming Big Sagebrush (high shrub cover),FOFEM 471,0.14,0,0,0,0,0,0,0,GD,0.35,H1,3.66,S1,,F1,,B1,,SB,4,8,7
209,1,2,0,0,SRM 403,Wyoming Big Sagebrush (low shrub cover) - ex from photoseries PMS-833,PMS-833,0.58,0.34,0.28,0,0,0,0,0,GD,0.1,H1,2.98,S1,,F1,,B1,,SB,4,8,7
238,1,0,0,0,SRM 404,Threetip Sagebrush,FOFEM 461,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,SB,4,8,7
,1,2,0,0,SRM 405,Black Sagebrush,FOFEM 461,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,SB,4,8,7
,1,2,0,0,SRM 406,Low Sagebrush,FOFEM 461,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,SB,4,8,7
,1,2,0,0,SRM 407,Stiff Sagebrush,FOFEM 461,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,SB,4,8,7
,1,0,0,0,SRM 408,Other Sagebrush Types,FOFEM 461,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,SB,4,8,7
,1,2,0,0,SRM 409,Tall Forb,FOFEM 291,0,0,0,0,0,0,0,0,GD,1.25,H1,0,S1,,F1,,B1,,,5,8,7
,1,0,0,0,SRM 410,Alpine Rangeland,FOFEM 281,0,0,0,0,0,0,0,0,GD,0.95,H1,0,S1,,F1,,B1,,,5,8,7
,1,0,0,0,SRM 411,Aspen Woodland,PMS-832,0.84,0.1,0.4,5,4.5,5,5.6,0.5,GD,0.18,H1,1.32,S1,,F1,,B1,,,5,8,7
,1,0,0,0,SRM 412,Juniper - Pinyon Woodland (also SRM 504; SAF 239),FOFEM 381,1,0,0,0,0,0,9,0.4,GD,0.2,H1,1.3,S1,,F1,,B1,,,5,8,7
,1,0,0,0,SRM 413,Gambel Oak ex from photoseries PMS-832,PMS-832,2.84,0.25,0.24,0.91,0.08,3,0,0,GD,0.11,H1,2.69,S1,,F1,,B1,,,4,8,7
,1,0,0,0,SRM 413,Gambel Oak - ex from Clary and Tiedemann '86,SMFDB 229,2.3,0,0,0,0,0,0,0,GD,0.45,H1,6.92,S1,,F1,,B1,PMS-832,,4,8,7
,1,2,0,0,SRM 414,Salt Desert Shrub (moderate shrub cover),FOFEM 321,0.11,0,0,0,0,0,0,0,GD,0.2,H1,2.28,S1,,F1,,B1,,SG,4,8,7
220,1,2,0,0,SRM 414,Salt Desert Shrub (low shrub cover),FOFEM 461,0.07,0,0,0,0,0,0,0,GD,0.23,H1,1.26,S1,,F1,,B1,,SG,4,8,7
,1,2,0,0,SRM 414,Salt Desert Shrub (high shrub cover),FOFEM 471,0.14,0,0,0,0,0,0,0,GD,0.17,H1,3.66,S1,,F1,,B1,,SG,4,8,7
82,1,0,0,0,SRM 415,Curlleaf Mountain-Mahogany,FOFEM 321,0.11,0,0,0,0,0,0,0,GD,0.2,H1,2.28,S1,,F1,,B1,,,4,8,7
135,1,0,0,0,SRM 416,True Mountain-Mahogany,FOFEM 321,0.11,0,0,0,0,0,0,0,GD,0.2,H1,2.28,S1,,F1,,B1,,,4,8,7
165,1,0,0,0,SRM 417,Littleleaf Mountain-Mahogany,FOFEM 321,0.11,0,0,0,0,0,0,0,GD,0.2,H1,2.28,S1,,F1,,B1,,,4,8,7
166,1,0,0,0,SRM 418,Bigtooth Maple,INT-GTR-363,0.5,0.2,0.9,1,0,0,9.8,0.5,GD,0.2,H1,23.4,S1,,F1,,B1,,,4,8,7
218,1,0,0,0,SRM 419,Bittercherry,INT-GTR-363,0.5,0.2,0.9,1,0,0,9.8,0.5,GD,0.4,H1,23.4,S1,,F1,,B1,,,4,8,7
223,1,2,0,0,SRM 420,Snowbrush,INT-GTR-363,0.5,0.2,0.9,1,0,0,9.8,0.5,GD,0.4,H1,23.4,S1,,F1,,B1,,,4,8,7
224,1,0,0,0,SRM 421,Chokecherry - Serviceberry - Rose,INT-GTR-363,0.5,0.2,0.9,1,0,0,9.8,0.5,GD,0.4,H1,23.4,S1,,F1,,B1,,,4,8,7
225,1,2,0,0,SRM 422,Riparian,CFM Riparian,,,,,,,,,,,H1,,S1,,F1,,B1,,,4,8,7
270,1,2,0,0,SRM 501,Saltbush - Greasewood (moderate shrub cover),FOFEM 341,0.11,0,0,0,0,0,0,0,GD,0.2,H1,2.28,S1,,F1,,B1,,SG,4,8,7
,1,2,0,0,SRM 501,Saltbush - Greasewood (low shrub cover),FOFEM 501,0.07,0,0,0,0,0,0,0,GD,0.23,H1,1.26,S1,,F1,,B1,,SG,4,8,7
,1,2,0,0,SRM 501,Saltbush - Greasewood (high shrub cover),FOFEM 511,0.14,0,0,0,0,0,0,0,GD,0.17,H1,3.66,S1,,F1,,B1,,SG,4,8,7
,1,0,0,0,SRM 502,Grama - Galleta,FOFEM 261,0,0,0,0,0,0,0,0,GD,0.3,H1,0,S1,,F1,,B1,,GG,5,8,7
,1,0,0,0,SRM 503,Arizona Chaparral (moderate shrub cover),FOFEM 331,0.5,0,0,0,0,0,2,0.2,GD,0.1,H1,10,S1,,F1,,B1,,SG,4,8,7
,1,0,0,0,SRM 503,Arizona Chaparral (low shrub cover),FOFEM 481,0.2,0,0,0,0,0,0.5,0.1,GD,0.5,H1,5,S1,,F1,,B1,,SG,4,8,7
,1,0,0,0,SRM 503,Arizona Chaparral (high shrub cover),FOFEM 491,0.5,0,0,0,0,0,3,0.4,GD,0,H1,15,S1,,F1,,B1,,SG,4,8,7
,1,0,0,0,SRM 505,Grama - Tobosa Shrub (moderate shrub cover),FOFEM 361,0.11,0,0,0,0,0,0,0,GD,0.13,H1,2.28,S1,,F1,,B1,,GG,5,8,7
,1,0,0,0,SRM 505,Grama - Tobosa Shrub (low shrub cover),FOFEM 541,0.07,0,0,0,0,0,0,0,GD,0.15,H1,1.26,S1,,F1,,B1,,GG,5,8,7
81,1,0,0,0,SRM 506,Creasotebush - Bursage (moderate shrub cover),FOFEM 341,0.11,0,0,0,0,0,0,0,GD,0.2,H1,2.28,S1,,F1,,B1,,SG,4,8,7
271,1,0,0,0,SRM 506,Creasotebush - Bursage (low shrub cover),FOFEM 501,0.07,0,0,0,0,0,0,0,GD,0.23,H1,1.26,S1,,F1,,B1,,SG,4,8,7
,1,0,0,0,SRM 506,Creasotebush - Bursage (high shrub cover),FOFEM 511,0.14,0,0,0,0,0,0,0,GD,0.17,H1,3.66,S1,,F1,,B1,,SG,4,8,7
,1,0,0,0,SRM 507,Palo Verde - Cactus,FOFEM 501,0.07,0,0,0,0,0,0,0,GD,0.23,H1,1.26,S1,,F1,,B1,,,5,8,7
222,1,0,0,0,SRM 508,Creasotebush - Tarbush (moderate shrub cover),FOFEM 341,0.11,0,0,0,0,0,0,0,GD,0.2,H1,2.28,S1,,F1,,B1,,SG,4,8,7
7,1,0,0,0,SRM 508,Creasotebush - Tarbush (low shrub cover),FOFEM 501,0.07,0,0,0,0,0,0,0,GD,0.23,H1,1.26,S1,,F1,,B1,,SG,4,8,7
,1,0,0,0,SRM 508,Creasotebush - Tarbush (high shrub cover),FOFEM 511,0.14,0,0,0,0,0,0,0,GD,0.17,H1,3.66,S1,,F1,,B1,,SG,4,8,7
95,1,0,0,0,SRM 509,Oak - Juniper and Mahogany - Oak Woodland,FOFEM 331,0.5,0,0,0,0,0,2,0.2,GD,0.1,H1,10,S1,,F1,,B1,,,3,8,7
94,1,0,3,4,SRM 601,Bluestem Prairie,SMFDB 497,0,0,0,0,0,0,0,0,GD,2.73,H1,0,S1,,F1,,B1,,GG,5,8,7
94,1,0,3,4,SRM 710,Bluestem Prairie,SMFDB 497,0,0,0,0,0,0,0,0,GD,2.73,H1,0,S1,,F1,,B1,,GG,5,8,7
,1,0,0,0,SRM 602,Bluestem - Prairie Sandreed,SMFDB 472,0,0,0,0,0,0,0,0,GD,1.53,H1,0,S1,,F1,,B1,,GG,5,8,7
79,1,0,0,0,SRM 603,Prairie Sandreed - Needlegrass,SMFDB 473,0,0,0,0,0,0,0,0,GD,0.94,H1,0,S1,,F1,,B1,,GG,5,8,7
213,1,0,0,0,SRM 604,Bluestem - Grama Prairie,SMFDB 438,0,0,0,0,0,0,0,0,GD,1.04,H1,0,S1,,F1,,B1,,GG,5,8,7
214,1,0,0,0,SRM 605,Sandsage Prairie,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,,5,8,7
215,1,0,0,0,SRM 606,Wheatgrass - Bluestem - Needlegrass,SMFDB 494,0,0,0,0,0,0,0,0,GD,1.51,H1,0,S1,,F1,,B1,,GG,5,8,7
216,1,0,0,0,SRM 607,Wheatgrass - Needlegrass,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
29,1,0,0,0,SRM 608,Wheatgrass - Grama - Needlegrass,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
28,1,0,0,0,SRM 609,Wheatgrass - Grama,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
29,1,0,0,0,SRM 610,Wheatgrass,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
131,1,0,0,0,SRM 611,Blue Grama - Buffalograss,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
148,1,0,0,0,SRM 612,Sagebrush - Grass,FOFEM 461,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,SB,5,8,7
149,1,0,0,0,SRM 613,Fescue Grassland,SMFDB 335,0,0,0,0,0,0,0,0,GD,1.56,H1,0,S1,,F1,,B1,,GG,5,8,7
151,1,0,0,0,SRM 614,Crested Wheatgrass,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
164,1,0,0,0,SRM 615,Wheatgrass - Saltgrass - Grama,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
189,1,0,0,0,SRM 701,Alkali Sacaton - Tobosagrass,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
3,1,0,0,0,SRM 702,Black Grama - Alkali Sacaton,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
,1,0,0,0,SRM 703,Black Grama - Sideoats Grama,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
,1,0,0,0,SRM 704,Blue Grama - Western Wheatgrass,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
,1,0,0,0,SRM 705,Blue Grama - Galleta,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
93,1,0,0,0,SRM 706,Blue Grama - Sideoats Grama,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
92,1,0,0,0,SRM 707,Blue Grama - SIdeoats Grama - Black Grama,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
97,1,0,0,0,SRM 708,Bluestem - Dropseed,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
98,1,0,0,0,SRM 709,Bluestem - Grama,Shiflet 1994,0,0,0,0,0,0,0,0,GD,1.85,H1,0,S1,,F1,,B1,,GG,5,8,7
302,0,0,0,4,SRM 711,Bluestem - Sacahuista Prairie,SMFDB 497,0,0,0,0,0,0,0,0,GD,2.73,H1,0,S1,,F1,,B1,,GG,5,8,7
206,1,0,0,0,SRM 712,Galleta - Alkali Sacaton,SMFDB 209,0,0,0,0,0,0,0,0,GD,1.85,H1,0,S1,,F1,,B1,,GG,5,8,7
,1,0,0,0,SRM 713,Grama - Muhly - Threeawn,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
159,1,0,0,0,SRM 714,Grama - Bluestem,FOFEM 301,0,0,0,0,0,0,0,0,GD,2.25,H1,0,S1,,F1,,B1,,GG,5,8,7
160,1,0,0,0,SRM 715,Grama - Buffalograss,SMFDB 129,0,0,0,0,0,0,0,0,GD,0.62,H1,0,S1,,F1,,B1,,GG,5,8,7
162,1,0,0,0,SRM 716,Grama - Feathergrass,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
,1,0,0,0,SRM 717,Little Bluestem - Indiangrass - Texas Wintergrass,Shiflet 1994,0,0,0,0,0,0,0,0,GD,3.25,H1,0,S1,,F1,,B1,,GG,5,8,7
145,1,0,0,0,SRM 718,Mesquite - Grama,FOFEM 371,0.2,0,0,0,0,0,0.5,0.1,GD,1,H1,5,S1,,F1,,B1,,SG,4,8,7
146,1,0,0,4,SRM 719,Mesquite - Liveoak - Seacoast Bluestem,FOFEM 371,0.2,0,0,0,0,0,0.5,0.1,GD,1,H1,5,S1,,F1,,B1,,SG,1,8,7
168,1,0,0,0,SRM 720,Sand Bluestem - Little Bluestem Dunes,FOFEM 301,0,0,0,0,0,0,0,0,GD,2.25,H1,0,S1,,F1,,B1,,GG,5,8,7
169,1,0,0,0,SRM 721,Sand Bluestem - Little Bluestem Plains,FOFEM 301,0,0,0,0,0,0,0,0,GD,2.25,H1,0,S1,,F1,,B1,,GG,5,8,7
170,1,0,0,0,SRM 722,Sand Sagebrush - Mixed Prairie,FOFEM 371,0.2,0,0,0,0,0,0.5,0.1,GD,1,H1,5,S1,,F1,,B1,,SB,5,8,7
250,0,0,0,4,SRM 723,Sea Oats,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
258,1,0,0,0,SRM 724,Sideoats Grama - New Mexico Feathergrass - Winterfat,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
301,1,0,0,0,SRM 725,Vine Mesquite - Alkali Sacaton,FOFEM 271,0,0,0,0,0,0,0,0,GD,0.63,H1,0,S1,,F1,,B1,,GG,5,8,7
303,0,0,0,4,SRM 726,Cordgrass,FOFEM 301,0,0,0,0,0,0,0,0,GD,2.25,H1,0,S1,,F1,,B1,,GG,1,8,7
143,1,0,0,0,SRM 727,Mesquite - Buffalograss,FOFEM 371,0.2,0,0,0,0,0,0.5,0.1,GD,1,H1,5,S1,,F1,,B1,,SG,5,8,7
104,1,0,0,0,SRM 728,Mesquite - Granjero - Acacia,FOFEM 371,0.2,0,0,0,0,0,0.5,0.1,GD,1,H1,5,S1,,F1,,B1,,SG,5,8,7
,1,0,0,0,SRM 729,Mesquite (moderate shrub cover),FOFEM 341,0.11,0,0,0,0,0,0,0,GD,0.2,H1,2.28,S1,,F1,,B1,,SG,5,8,7
141,1,0,0,0,SRM 729,Mesquite (low shrub cover),FOFEM 501,0.07,0,0,0,0,0,0,0,GD,0.23,H1,1.26,S1,,F1,,B1,,SG,5,8,7
99,1,0,0,0,SRM 729,Mesquite (high shrub cover),FOFEM 511,0.14,0,0,0,0,0,0,0,GD,0.17,H1,3.66,S1,,F1,,B1,,SG,5,8,7
,1,0,0,0,SRM 730,Sand Shinnery Oak (moderate shrub cover),FOFEM 351,0.11,0,0,0,0,0,0,0,GD,0.4,H1,2.28,S1,,F1,,B1,,SG,5,8,7
101,1,0,0,0,SRM 730,Sand Shinnery Oak (low shrub cover),FOFEM 521,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,SG,5,8,7
136,1,0,0,0,SRM 730,Sand Shinnery Oak (high shrub cover),FOFEM 531,0.14,0,0,0,0,0,0,0,GD,0.35,H1,3.66,S1,,F1,,B1,,SG,5,8,7
,1,0,0,4,SRM 731,Cross Timbers - Oklahoma,FOFEM 231,2,0.05,0.45,0,0,0,4,0.8,GD,0.05,H1,0.15,S1,,F1,,B1,,,1,8,7
,1,0,0,4,SRM 732,Cross Timbers - Texas (Little Bluestem - Post Oak),FOFEM 231,2,0.05,0.45,0,0,0,4,0.8,GD,0.05,H1,0.15,S1,,F1,,B1,,,1,8,7
106,1,0,0,0,SRM 733,Juniper - Oak,FOFEM 371,0.2,0,0,0,0,0,0,0,GD,1,H1,5,S1,,F1,,B1,,,3,8,7
130,1,0,0,0,SRM 734,Mesquite - Oak,FOFEM 371,0.2,0,0,0,0,0,0,0,GD,1,H1,5,S1,,F1,,B1,,,3,8,7
105,1,0,0,0,SRM 735,Sideoats Grama - Sumac - Juniper,FOFEM 361,0.11,0,0,0,0,0,0,0,GD,0.13,H1,2.28,S1,,F1,,B1,,,3,8,7
,0,0,0,4,SRM 801,Savanna,FOFEM 371,0.2,0,0,0,0,0,0,0,GD,1,H1,5,S1,,F1,,B1,,SG,1,8,7
,0,0,0,4,SRM 802,Missouri Prairie,FOFEM 301,0,0,0,0,0,0,0,0,GD,2.25,H1,0,S1,,F1,,B1,,GG,1,8,7
,0,0,0,4,SRM 803,Missouri Glades,FOFEM 301,0,0,0,0,0,0,0,0,GD,2.25,H1,0,S1,,F1,,B1,,GG,1,8,7
,0,0,0,4,SRM 804,Tall Fescue,FOFEM 301,0,0,0,0,0,0,0,0,GD,2.25,H1,0,S1,,F1,,B1,,GG,1,8,7
,0,0,0,4,SRM 805,Riparian,CFM Riparian,,,,,,,,,,,H1,,S1,,F1,,B1,,GG,1,8,7
,0,0,0,4,SRM 806,Gulf Coast Salt Marsh,FOFEM 311,0,0,0,0,0,0,0,0,GD,4.5,H1,0,S1,,F1,,B1,,GG,1,8,7
,0,0,0,4,SRM 807,Gulf Coast Fresh Marsh,FOFEM 311,0,0,0,0,0,0,0,0,GD,4.5,H1,0,S1,,F1,,B1,,GG,1,8,7
,0,0,0,4,SRM 808,Sand Pine Scrub - example 1 from Schmalzer & Hinkle '96,SMFDB 478,1.96,0,0,0,0,0,3.8,1,GD,0.01,H1,8.18,S1,,F1,,B1,FOFEM 191,,1,8,7
,0,0,0,4,SRM 808,Sand Pine Scrub - example 2 from Schmalzer & Hinkle '96,SMFDB 479,2.15,0,0,0,0,0,3.8,1,GD,0.02,H1,8.25,S1,,F1,,B1,FOFEM 191,,1,8,7
256,0,0,0,4,SRM 808,Sand Pine Scrub - example 3 from Schmalzer & Hinkle '96,SMFDB 481,5.22,0,0,0,0,0,3.8,1,GD,0.24,H1,9.41,S1,,F1,,B1,FOFEM 191,,1,8,7
,0,0,0,4,SRM 808,Sand Pine Scrub - example 4 from Schmalzer & Hinkle '96,SMFDB 482,4.87,0,0,0,0,0,3.8,1,GD,0,H1,12.77,S1,,F1,,B1,FOFEM 191,,1,8,7
253,0,0,0,4,SRM 809,Mixed Hardwood and Pine - rough age  1,FOFEM 441,1.9,0,0,0,0,0,0,0,GD,0,H1,0.68,S1,,F1,,B1,,,1,8,7
196,0,0,0,4,SRM 809,Mixed Hardwood and Pine - rough age  2,FOFEM 441,1.65,0,0,0,0,0,1.35,0.2,GD,0,H1,0.9,S1,,F1,,B1,,,1,8,7
208,0,0,0,4,SRM 809,Mixed Hardwood and Pine - rough age  3,FOFEM 441,1.31,0,0,0,0,0,2.79,0.4,GD,0,H1,1.05,S1,,F1,,B1,,,1,8,7
8,0,0,0,4,SRM 809,Mixed Hardwood and Pine - rough age  5,FOFEM 441,0.97,0,0,0,0,0,4.43,0.7,GD,0,H1,1.35,S1,,F1,,B1,,,1,8,7
9,0,0,0,4,SRM 809,Mixed Hardwood and Pine - rough age 10,FOFEM 441,0.92,0,0,0,0,0,5.68,1.2,GD,0,H1,2.25,S1,,F1,,B1,,,1,8,7
25,0,0,0,4,SRM 809,Mixed Hardwood and Pine - rough age 15,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,GD,0,H1,3.15,S1,,F1,,B1,,,1,8,7
26,0,0,0,4,SRM 810,Longleaf Pine - Turkey Oak Hills,FOFEM 221,0.9,0,0,0,0,0,5.7,1.2,GD,0,H1,3.9,S1,,F1,,B1,,,1,8,7
24,0,0,0,4,SRM 811,South Florida Flatwoods,CFM Palmetto,,,,,,,,,,,H1,,S1,,F1,,B1,,,1,8,7
27,0,0,0,4,SRM 812,North Florida Flatwoods,CFM Palmetto,,,,,,,,,,,H1,,S1,,F1,,B1,,PFL,1,8,7
299,0,0,0,4,SRM 813,Cutthroat Seeps,CFM,,,,,,,,,,,H1,,S1,,F1,,B1,,,1,8,7
315,0,0,0,4,SRM 814,Cabbage Palms Flatwoods,CFM Palmetto,,,,,,,,,,,H1,,S1,,F1,,B1,,,1,8,7
319,0,0,0,4,SRM 815,Upland Hardwood Hammocks,CFM Palmetto,,,,,,,,,,,H1,,S1,,F1,,B1,,,1,8,7
310,0,0,0,4,SRM 816,Cabbage Palm Hammocks,CFM Palmetto,,,,,,,,,,,H1,,S1,,F1,,B1,,,1,8,7
311,0,0,0,4,SRM 817,Oak Hammocks,CFM,,,,,,,,,,,H1,,S1,,F1,,B1,,,1,8,7
305,0,0,0,4,SRM 818,Florida Salt Marsh,FOFEM 311,0,0,0,0,0,0,0,0,GD,4.5,H1,0,S1,,F1,,B1,,,1,8,7
316,0,0,0,4,SRM 819,Freshwater Marsh and Ponds,FOFEM 311,0,0,0,0,0,0,0,0,GD,4.5,H1,0,S1,,F1,,B1,,,1,8,7
314,0,0,0,4,SRM 820,Everglades Flatwoods,CFM Palmetto,,,,,,,,,,,H1,,S1,,F1,,B1,,,1,8,7
317,0,0,0,4,SRM 821,Pitcher Plant Bogs,FOFEM 311,0,0,0,0,0,0,0,0,GD,4.5,H1,0,S1,,F1,,B1,,,1,8,7
239,1,2,0,0,SRM 901,Alder,SMFDB 271,0.5,0,0,0,0,0,5,1,GD,0.28,H1,3.25,S1,,F1,,B1,SMFDB 9,,3,8,7
186,0,2,0,0,SRM 902,Alpine Herb,FOFEM 281,0,0,0,0,0,0,0,0,GD,0.95,H1,0,S1,,F1,,B1,,,5,8,7
108,0,2,0,0,SRM 903,Beach Wildrye - Mixed Forb,Shiflet 1994,0,0,0,0,0,0,0,0,GD,0.47,H1,0,S1,,F1,,B1,,,5,8,7
111,0,2,0,0,SRM 904,Black Spruce - Lichen,PMS-831,6.4,0.1,0.1,0.6,0,0,159.93,9.7,GD,0.02,H1,0.64,S1,,F1,,B1,,,2,8,7
230,0,2,0,0,SRM 905,Bluejoint Reedgrass,Shiflet 1994,0,0,0,0,0,0,0,0,GD,1.85,H1,0,S1,,F1,,B1,,,5,8,7
38,0,2,0,0,SRM 906,Broadleaf Forest,FOFEM 111,0.9,0.2,0.8,1.5,7,5,5,0.6,GD,0.35,H1,0.4,S1,,F1,,B1,,,3,8,7
228,0,2,0,0,SRM 907,Dryas,SMFDB 288,0,0,0,0,0,0,0,0,GD,0.07,H1,0.07,S1,,F1,,B1,,,5,8,7
229,0,2,0,0,SRM 908,Fescue,FOFEM 281,0,0,0,0,0,0,0,0,GD,0.95,H1,0,S1,,F1,,B1,,GG,5,8,7
83,0,2,0,0,SRM 909,Freshwater Marsh,FOFEM 291,0,0,0,0,0,0,0,0,GD,1.25,H1,0,S1,,F1,,B1,,GG,5,8,7
284,0,2,0,0,SRM 910,Hairgrass,FOFEM 291,0,0,0,0,0,0,0,0,GD,1.25,H1,0,S1,,F1,,B1,,GG,5,8,7
,0,2,0,0,SRM 912,Low Scrub Shrub Birch - Ericaceous,SMFDB 282,0.2,0,0,0,0,0,2.5,0.5,GD,0.1,H1,2.57,S1,,F1,,B1,,,4,8,7
,0,2,0,0,SRM 913,Low Scrub Swamp,SMFDB 282,0.2,0,0,0,0,0,2.5,0.5,GD,0.1,H1,2.57,S1,,F1,,B1,,,4,8,7
,0,2,0,0,SRM 914,Mesic Sedge - Grass - Herb Meadow Tundra,FOFEM 291,0,0,0,0,0,0,0,0,GD,1.25,H1,0,S1,,F1,,B1,,GG,5,8,7
,0,2,0,0,SRM 915,Mixed Herb - Herbaceous,FOFEM 291,0,0,0,0,0,0,0,0,GD,1.25,H1,0,S1,,F1,,B1,,,5,8,7
,0,2,0,0,SRM 916,Sedge - Shrub Tundra,SMFDB 292,0,0,0,0,0,0,0,0,GD,0.14,H1,0.69,S1,,F1,,B1,,,5,8,7
,0,2,0,0,SRM 917,Tall Shrub Swamp,SMFDB 276,0.5,0,0,0,0,0,5,1,GD,0.1,H1,4.73,S1,,F1,,B1,SMFDB 9,,4,8,7
232,0,2,0,0,SRM 918,Tussock Tundra,SMFDB 291,0,0,0,0,0,0,0,0,GD,0.19,H1,1.19,S1,,F1,,B1,,,5,8,7
227,0,2,0,0,SRM 919,Wet Meadow Tundra,SMFDB 293,0,0,0,0,0,0,0,0,GD,0.53,H1,0.25,S1,,F1,,B1,,,5,8,7
252,1,2,0,0,SRM 921,Willow,SMFDB 277,0.5,0,0,0,0,0,5,1,GD,0.14,H1,1.88,S1,,F1,,B1,SMFDB 9,,4,8,7
